datetime,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2025-02-01 05:00:00+05:00,10.0,3.5,64.0,0.0,,50.0,25.6,,1014.3,,3.0,1738368000.0,4.0,1361.85,0.25,42.16,14.13,6.32,54.9,78.48,22.04
2025-02-01 06:00:00+05:00,10.0,4.8,70.0,0.0,,30.0,3.7,,1015.0,,2.0,1738371600.0,4.0,1388.55,0.42,43.18,15.56,6.68,55.5,77.6,28.37
2025-02-01 07:00:00+05:00,9.8,4.6,70.0,0.0,,16.0,5.5,,1015.8,,2.0,1738375200.0,4.0,2082.82,12.63,62.38,2.03,9.18,74.13,98.73,38.0
2025-02-01 08:00:00+05:00,11.0,5.5,69.0,0.0,,50.0,33.5,,1014.3,,2.0,1738378800.0,5.0,3578.19,61.69,78.14,0.22,12.64,105.28,134.71,41.54
2025-02-01 09:00:00+05:00,12.6,5.5,62.0,0.0,,51.0,25.9,,1015.5,,3.0,1738382400.0,5.0,4646.3,93.88,93.22,3.62,13.71,120.19,153.82,42.05
2025-02-01 10:00:00+05:00,14.2,5.0,54.0,0.0,,52.0,18.5,,1016.7,,2.0,1738386000.0,5.0,4112.24,75.1,91.85,13.95,12.64,104.83,137.84,40.53
2025-02-01 11:00:00+05:00,14.0,6.1,59.0,0.0,,50.0,36.7,,1019.3,,2.0,1738389600.0,4.0,2349.85,29.95,64.43,45.78,13.11,62.31,85.43,27.11
2025-02-01 12:00:00+05:00,16.0,4.7,47.0,0.0,,41.0,11.1,,1017.0,,2.0,1738393200.0,3.0,560.76,1.58,12.0,125.89,12.4,18.78,24.12,5.07
2025-02-01 13:00:00+05:00,16.3,4.3,45.0,0.0,,10.0,13.0,,1016.2,,2.0,1738396800.0,3.0,460.62,0.73,7.45,133.04,11.21,16.63,20.8,3.32
2025-02-01 14:00:00+05:00,18.0,2.7,36.0,0.0,,50.0,22.0,,1016.2,,2.0,1738400400.0,3.0,460.62,0.54,7.97,133.04,11.92,16.44,20.63,3.23
2025-02-01 15:00:00+05:00,15.8,6.5,54.0,0.0,,38.0,14.8,,1016.4,,2.0,1738404000.0,3.0,781.06,1.44,24.33,114.44,15.97,21.8,27.28,7.22
2025-02-01 16:00:00+05:00,16.2,6.0,51.0,0.0,,43.0,13.0,,1016.1,,2.0,1738407600.0,3.0,1388.55,3.21,50.72,87.26,21.7,32.65,40.11,12.41
2025-02-01 17:00:00+05:00,17.0,2.6,38.0,0.0,,310.0,22.3,,1015.6,,2.0,1738411200.0,3.0,1976.01,2.63,75.4,57.94,23.6,40.73,49.64,15.71
2025-02-01 18:00:00+05:00,15.4,5.3,51.0,0.0,,52.0,9.3,,1016.2,,2.0,1738414800.0,4.0,3284.45,14.31,112.41,8.31,16.93,59.11,73.11,24.07
2025-02-01 19:00:00+05:00,14.3,4.8,53.0,0.0,,58.0,7.4,,1016.8,,2.0,1738418400.0,5.0,4432.68,47.39,113.79,0.0,11.8,83.57,104.03,31.92
2025-02-01 20:00:00+05:00,13.0,2.2,48.0,0.0,,310.0,7.6,,1017.5,,2.0,1738422000.0,5.0,4913.33,61.69,111.04,0.0,10.37,106.65,132.81,37.49
2025-02-01 21:00:00+05:00,12.7,5.1,60.0,0.0,,17.0,5.5,,1018.1,,2.0,1738425600.0,5.0,4966.74,64.37,108.3,0.0,12.99,128.02,160.16,48.64
2025-02-01 22:00:00+05:00,12.0,5.2,63.0,0.0,,47.0,5.5,,1018.6,,2.0,1738429200.0,5.0,4753.11,59.9,105.56,0.0,17.17,141.03,180.04,62.32
2025-02-01 23:00:00+05:00,11.0,3.5,60.0,0.0,,0.0,0.0,,1018.4,,2.0,1738432800.0,5.0,4432.68,54.99,102.82,0.0,18.12,142.16,184.7,66.88
2025-02-02 00:00:00+05:00,10.8,4.9,67.0,0.0,,61.0,3.7,,1019.0,,2.0,1738436400.0,5.0,4058.84,49.17,100.08,0.0,17.17,130.75,171.82,65.86
2025-02-02 01:00:00+05:00,10.3,4.9,69.0,0.0,,54.0,3.7,,1019.1,,2.0,1738440000.0,5.0,3685.0,41.13,94.59,0.0,15.97,120.45,158.33,65.86
2025-02-02 02:00:00+05:00,9.5,4.3,70.0,0.0,,0.0,0.0,,1018.3,,2.0,1738443600.0,5.0,3391.27,31.29,89.11,0.0,13.95,114.58,148.35,65.86
2025-02-02 03:00:00+05:00,8.9,4.1,72.0,0.0,,328.0,0.0,,1018.6,,2.0,1738447200.0,5.0,3017.43,19.67,83.63,0.03,7.03,106.52,135.34,45.09
2025-02-02 04:00:00+05:00,8.4,4.0,74.0,0.0,,329.0,1.8,,1018.8,,2.0,1738450800.0,5.0,2616.88,9.72,78.14,0.26,4.17,100.12,125.57,29.39
2025-02-02 05:00:00+05:00,7.0,3.8,80.0,0.0,,310.0,7.2,,1019.0,,2.0,1738454400.0,5.0,2349.85,4.97,72.66,1.02,3.4,97.43,120.96,22.04
2025-02-02 06:00:00+05:00,7.9,3.9,76.0,0.0,,338.0,1.8,,1019.6,,2.0,1738458000.0,5.0,2243.04,5.14,68.55,1.42,3.7,98.03,121.51,22.04
2025-02-02 07:00:00+05:00,7.9,3.9,76.0,0.0,,349.0,1.8,,1020.0,,2.0,1738461600.0,5.0,2777.1,23.47,70.6,0.11,6.14,114.22,141.68,32.93
2025-02-02 08:00:00+05:00,6.0,2.6,79.0,0.0,,310.0,7.6,,1021.1,,1.0,1738465200.0,5.0,4112.24,73.31,78.14,0.24,10.13,142.64,176.71,47.12
2025-02-02 09:00:00+05:00,10.0,3.7,65.0,0.0,,268.0,3.7,,1020.3,,2.0,1738468800.0,5.0,5607.6,130.53,87.05,3.0,13.59,172.95,213.68,56.74
2025-02-02 10:00:00+05:00,12.9,3.8,54.0,0.0,,257.0,5.5,,1020.4,,1.0,1738472400.0,5.0,5981.45,144.84,93.22,8.31,13.47,177.91,219.14,53.7
2025-02-02 11:00:00+05:00,17.0,3.6,41.0,0.0,,230.0,7.2,,1019.3,,1.0,1738476000.0,5.0,4913.33,104.61,100.08,18.6,12.04,151.66,187.19,46.1
2025-02-02 12:00:00+05:00,17.0,3.6,41.0,0.0,,264.0,13.0,,1019.2,,1.0,1738479600.0,3.0,720.98,3.41,17.99,118.73,17.88,32.98,41.89,6.21
2025-02-02 13:00:00+05:00,18.3,3.4,37.0,0.0,,268.0,18.5,,1017.9,,1.0,1738483200.0,3.0,567.44,1.79,10.88,131.61,15.26,29.52,37.33,5.19
2025-02-02 14:00:00+05:00,21.0,1.3,27.0,0.0,,310.0,7.2,,1016.5,,1.0,1738486800.0,4.0,587.46,1.55,10.97,140.19,15.97,32.75,40.29,5.95
2025-02-02 15:00:00+05:00,18.5,2.3,34.0,0.0,,277.0,20.4,,1016.3,,1.0,1738490400.0,4.0,614.17,1.19,11.14,147.34,14.78,38.44,46.19,7.28
2025-02-02 16:00:00+05:00,18.6,2.0,33.0,0.0,,285.0,22.2,,1016.0,,1.0,1738494000.0,4.0,647.54,0.76,11.65,151.63,12.64,45.9,54.23,8.74
2025-02-02 17:00:00+05:00,20.0,1.4,29.0,0.0,,310.0,14.8,,1015.9,,1.0,1738497600.0,4.0,680.92,0.28,13.71,147.34,10.73,48.89,57.51,9.25
2025-02-02 18:00:00+05:00,17.3,2.5,37.0,0.0,,295.0,20.4,,1016.1,,1.0,1738501200.0,5.0,1174.93,0.02,35.99,130.18,9.78,78.86,91.32,17.99
2025-02-02 19:00:00+05:00,15.9,2.7,41.0,0.0,,299.0,16.7,,1016.5,,1.0,1738504800.0,5.0,1628.88,0.0,54.84,107.29,10.01,107.55,123.8,25.59
2025-02-02 20:00:00+05:00,15.0,3.5,46.0,0.0,,310.0,10.8,,1017.4,,1.0,1738508400.0,5.0,1789.09,0.0,58.95,92.98,10.37,116.53,134.73,28.63
2025-02-02 21:00:00+05:00,13.5,3.6,51.0,0.0,,310.0,11.1,,1017.2,,1.0,1738512000.0,5.0,2082.82,0.0,69.92,72.96,10.73,130.16,151.26,32.17
2025-02-02 22:00:00+05:00,12.4,3.6,55.0,0.0,,322.0,7.4,,1017.5,,1.0,1738515600.0,5.0,2429.96,0.0,82.94,52.21,10.73,145.81,170.78,36.48
2025-02-02 23:00:00+05:00,12.0,2.2,51.0,0.0,,0.0,0.0,,1017.7,,1.0,1738519200.0,5.0,2563.48,0.02,89.11,37.55,9.78,146.72,173.12,37.49
2025-02-03 00:00:00+05:00,10.6,3.6,62.0,0.0,,20.0,3.7,,1017.6,,1.0,1738522800.0,5.0,2456.67,0.04,87.74,29.33,7.99,134.93,160.08,35.97
2025-02-03 01:00:00+05:00,9.9,3.4,64.0,0.0,,32.0,1.8,,1017.4,,1.0,1738526400.0,5.0,2376.56,0.07,83.63,23.96,7.27,128.09,152.98,36.98
2025-02-03 02:00:00+05:00,9.5,2.8,63.0,0.0,,360.0,7.6,,1016.8,,1.0,1738530000.0,5.0,2269.74,0.06,76.77,22.35,7.15,124.35,149.97,39.52
2025-02-03 03:00:00+05:00,9.1,3.5,68.0,0.0,,332.0,1.8,,1017.2,,1.0,1738533600.0,5.0,2056.12,0.03,66.49,24.68,7.03,118.86,144.28,42.05
2025-02-03 04:00:00+05:00,8.5,3.1,69.0,0.0,,333.0,1.8,,1016.8,,1.0,1738537200.0,5.0,1895.9,0.02,58.26,26.11,6.97,113.63,138.61,43.57
2025-02-03 05:00:00+05:00,7.0,2.5,73.0,0.0,,90.0,7.2,,1016.1,,1.0,1738540800.0,5.0,1842.5,0.07,55.52,22.89,7.21,111.71,136.71,44.58
2025-02-03 06:00:00+05:00,7.8,2.7,70.0,0.0,,317.0,1.8,,1016.8,,1.0,1738544400.0,5.0,2002.72,1.01,63.75,11.35,10.01,114.91,141.57,55.22
2025-02-03 07:00:00+05:00,7.8,2.5,69.0,0.0,,216.0,1.8,,1017.2,,1.0,1738548000.0,5.0,3044.13,27.94,78.14,0.24,18.12,145.54,180.01,81.06
2025-02-03 08:00:00+05:00,7.5,1.8,67.0,0.0,,50.0,7.6,,1017.6,,1.0,1738551600.0,5.0,5180.36,101.92,91.85,0.31,30.04,201.51,246.92,113.49
2025-02-03 09:00:00+05:00,10.7,2.3,56.0,0.0,,53.0,3.7,,1016.7,,1.0,1738555200.0,5.0,6835.94,159.14,108.3,3.98,40.05,247.69,303.31,137.81
2025-02-03 10:00:00+05:00,13.6,2.2,46.0,0.0,,55.0,7.4,,1016.5,,1.0,1738558800.0,5.0,7049.56,155.57,124.75,11.62,43.39,259.12,320.04,137.81
2025-02-03 11:00:00+05:00,16.5,2.5,39.0,0.0,,57.0,9.3,,1016.4,,1.0,1738562400.0,5.0,6355.29,109.97,146.69,27.18,41.48,248.86,305.51,115.51
2025-02-03 12:00:00+05:00,17.9,2.2,35.0,0.0,,124.0,11.1,,1014.8,,1.0,1738566000.0,5.0,1949.31,14.31,64.43,104.43,50.07,99.06,121.42,32.42
2025-02-03 13:00:00+05:00,19.3,2.2,32.0,0.0,,145.0,13.0,,1013.3,,1.0,1738569600.0,5.0,1228.33,5.42,35.3,144.48,39.1,86.06,103.65,21.53
2025-02-03 14:00:00+05:00,22.0,1.6,26.0,0.0,,230.0,22.0,,1011.5,,1.0,1738573200.0,5.0,1014.71,2.32,20.91,173.09,28.85,95.92,112.93,20.27
2025-02-03 15:00:00+05:00,21.3,1.5,27.0,0.0,,219.0,18.5,,1011.4,,1.0,1738576800.0,5.0,781.06,0.96,11.65,175.95,19.31,80.12,94.51,14.31
2025-02-03 16:00:00+05:00,20.6,1.4,28.0,0.0,,205.0,16.7,,1011.3,,1.0,1738580400.0,4.0,654.22,0.67,11.14,157.36,14.31,58.64,70.71,10.64
2025-02-03 17:00:00+05:00,20.0,1.4,29.0,0.0,,180.0,22.3,,1014.4,,1.0,1738584000.0,3.0,620.84,0.33,13.88,138.76,11.21,43.88,53.85,9.63
2025-02-03 18:00:00+05:00,18.2,1.7,33.0,0.0,,181.0,11.1,,1012.0,,1.0,1738587600.0,3.0,761.03,0.02,21.59,120.16,9.89,42.56,52.35,11.78
2025-02-03 19:00:00+05:00,16.5,2.5,39.0,0.0,,166.0,11.1,,1012.8,,1.0,1738591200.0,4.0,947.95,0.0,27.76,110.15,10.25,52.04,64.04,16.97
2025-02-03 20:00:00+05:00,14.0,0.6,40.0,0.0,,130.0,10.8,,1013.6,,1.0,1738594800.0,4.0,1041.41,0.0,28.1,107.29,10.85,66.1,80.83,21.53
2025-02-03 21:00:00+05:00,14.0,2.9,47.0,0.0,,104.0,7.4,,1014.5,,1.0,1738598400.0,5.0,1161.58,0.0,27.08,110.15,11.21,88.07,106.42,26.35
2025-02-03 22:00:00+05:00,12.8,2.9,51.0,0.0,,124.0,5.5,,1015.5,,1.0,1738602000.0,5.0,1295.09,0.0,28.45,107.29,11.09,109.19,130.79,30.4
2025-02-03 23:00:00+05:00,12.0,3.5,56.0,0.0,,90.0,7.2,,1017.4,,1.0,1738605600.0,5.0,1401.9,0.0,31.19,103.0,10.61,125.74,149.67,32.17
2025-02-04 00:00:00+05:00,11.2,3.2,58.0,0.0,,96.0,5.5,,1016.8,,1.0,1738609200.0,5.0,1415.25,0.0,30.5,100.14,10.37,141.57,166.37,30.65
2025-02-04 01:00:00+05:00,10.7,3.2,60.0,0.0,,62.0,7.4,,1017.2,,1.0,1738612800.0,5.0,1348.5,0.0,25.7,105.86,11.68,153.51,177.04,27.87
2025-02-04 02:00:00+05:00,10.5,4.2,65.0,0.0,,50.0,7.2,,1018.5,,1.0,1738616400.0,5.0,1214.98,0.0,19.54,114.44,13.47,154.22,175.59,25.08
2025-02-04 03:00:00+05:00,10.0,3.9,66.0,0.0,,48.0,7.4,,1018.2,,1.0,1738620000.0,5.0,1121.52,0.0,16.28,120.16,13.95,150.05,169.97,23.31
2025-02-04 04:00:00+05:00,9.5,4.1,69.0,0.0,,41.0,7.4,,1017.9,,2.0,1738623600.0,5.0,1094.82,0.0,15.59,118.73,12.64,145.85,165.13,21.79
2025-02-04 05:00:00+05:00,9.0,4.8,75.0,0.0,,50.0,7.2,,1019.2,,2.0,1738627200.0,5.0,1108.17,0.0,17.48,114.44,11.21,140.67,159.48,19.76
2025-02-04 06:00:00+05:00,9.1,3.7,69.0,0.0,,6.0,7.4,,1018.1,,2.0,1738630800.0,5.0,1241.68,0.0,25.36,101.57,9.66,137.07,156.29,18.49
2025-02-04 07:00:00+05:00,9.1,3.5,68.0,0.0,,5.0,7.4,,1018.7,,1.0,1738634400.0,5.0,1976.01,0.01,63.75,57.94,10.13,149.82,173.31,22.55
2025-02-04 08:00:00+05:00,9.5,4.3,70.0,0.0,,50.0,7.6,,1020.1,,1.0,1738638000.0,5.0,3578.19,20.12,120.64,4.78,12.52,180.04,211.42,28.63
2025-02-04 09:00:00+05:00,12.2,3.9,57.0,0.0,,46.0,9.3,,1019.5,,1.0,1738641600.0,5.0,5020.14,68.84,128.87,6.26,14.42,201.17,239.77,35.97
2025-02-04 10:00:00+05:00,14.8,3.9,48.0,0.0,,37.0,11.1,,1019.0,,1.0,1738645200.0,5.0,5500.79,88.51,128.87,15.56,16.69,209.63,251.6,41.54
2025-02-04 11:00:00+05:00,17.5,1.5,34.0,0.0,,310.0,10.8,,1018.5,,1.0,1738648800.0,5.0,5447.39,79.57,135.72,29.68,20.5,214.18,255.63,41.04
2025-02-04 12:00:00+05:00,18.0,3.5,38.0,0.0,,287.0,14.8,,1017.1,,1.0,1738652400.0,5.0,1255.04,5.92,39.76,134.47,48.64,95.61,110.52,8.87
2025-02-04 13:00:00+05:00,18.4,3.1,36.0,0.0,,276.0,16.7,,1015.8,,1.0,1738656000.0,5.0,854.49,3.3,23.99,148.77,43.39,77.6,89.89,5.95
2025-02-04 14:00:00+05:00,20.0,-0.6,25.0,0.0,,270.0,18.4,,1014.9,,1.0,1738659600.0,5.0,821.11,2.46,20.56,157.36,36.72,77.8,89.8,5.83
2025-02-04 15:00:00+05:00,17.3,2.8,38.0,0.0,,285.0,18.5,,1014.7,,1.0,1738663200.0,5.0,747.68,1.33,15.08,164.51,25.27,77.22,88.81,6.14
2025-02-04 16:00:00+05:00,17.6,2.7,37.0,0.0,,279.0,16.7,,1014.2,,1.0,1738666800.0,5.0,747.68,0.6,13.54,168.8,20.74,82.72,94.78,7.28
2025-02-04 17:00:00+05:00,18.0,-0.8,28.0,0.0,,310.0,22.3,,1013.6,,1.0,1738670400.0,5.0,781.06,0.18,15.94,163.08,19.79,85.12,97.35,7.85
2025-02-04 18:00:00+05:00,16.6,2.9,40.0,0.0,,274.0,14.8,,1014.3,,1.0,1738674000.0,5.0,1094.82,0.01,35.3,134.47,19.55,90.96,104.48,12.03
2025-02-04 19:00:00+05:00,15.3,3.1,44.0,0.0,,274.0,13.0,,1014.9,,1.0,1738677600.0,5.0,1441.96,0.0,53.47,105.86,18.84,99.18,114.9,17.73
2025-02-04 20:00:00+05:00,14.0,0.6,40.0,0.0,,310.0,7.2,,1014.5,,1.0,1738681200.0,5.0,1575.47,0.0,56.89,92.98,16.93,103.07,120.72,21.53
2025-02-04 21:00:00+05:00,13.1,1.4,45.0,0.0,,322.0,7.4,,1015.3,,1.0,1738684800.0,5.0,1668.93,0.0,58.26,85.12,15.26,106.5,126.12,24.32
2025-02-04 22:00:00+05:00,12.1,2.0,50.0,0.0,,358.0,5.5,,1016.0,,1.0,1738688400.0,5.0,1735.69,0.0,58.95,77.96,13.71,107.81,129.88,26.35
2025-02-04 23:00:00+05:00,11.0,3.5,60.0,0.0,,50.0,10.8,,1017.4,,1.0,1738692000.0,5.0,1762.39,0.0,59.63,71.53,12.52,105.43,128.6,26.35
2025-02-05 00:00:00+05:00,10.7,2.5,57.0,0.0,,35.0,3.7,,1017.0,,1.0,1738695600.0,5.0,2136.23,0.03,81.57,43.63,9.78,116.03,141.65,29.39
2025-02-05 01:00:00+05:00,10.1,2.4,59.0,0.0,,18.0,3.7,,1017.2,,1.0,1738699200.0,5.0,2643.59,0.47,102.82,15.38,7.63,135.97,165.72,33.94
2025-02-05 02:00:00+05:00,9.0,3.4,68.0,0.0,,50.0,7.2,,1017.4,,1.0,1738702800.0,5.0,2964.02,1.87,108.3,4.25,7.27,157.95,194.45,38.5
2025-02-05 03:00:00+05:00,8.5,3.3,70.0,0.0,,45.0,5.5,,1017.4,,1.0,1738706400.0,5.0,3044.13,2.99,106.93,2.01,10.25,173.21,216.47,52.18
2025-02-05 04:00:00+05:00,8.0,3.3,72.0,0.0,,36.0,5.5,,1017.4,,1.0,1738710000.0,5.0,2990.72,3.05,102.82,1.83,13.59,182.57,228.86,66.88
2025-02-05 05:00:00+05:00,7.5,3.0,73.0,0.0,,360.0,7.2,,1017.6,,1.0,1738713600.0,5.0,3044.13,4.53,101.45,1.2,16.93,191.74,239.71,80.05
2025-02-05 06:00:00+05:00,7.6,3.1,73.0,0.0,,26.0,3.7,,1017.9,,1.0,1738717200.0,5.0,3284.45,12.29,102.82,0.21,21.46,205.34,254.59,94.23
2025-02-05 07:00:00+05:00,7.7,3.2,73.0,0.0,,42.0,3.7,,1018.4,,1.0,1738720800.0,5.0,4432.68,50.96,106.93,0.0,29.8,246.23,303.17,118.55
2025-02-05 08:00:00+05:00,7.5,3.0,73.0,0.0,,360.0,7.6,,1018.7,,1.0,1738724400.0,5.0,6675.72,132.32,117.9,0.16,41.96,308.84,375.91,145.91
2025-02-05 09:00:00+05:00,10.4,3.0,60.0,0.0,,70.0,3.7,,1018.8,,1.0,1738728000.0,5.0,8865.36,212.79,128.87,1.83,39.58,359.41,435.15,135.78
2025-02-05 10:00:00+05:00,13.1,2.6,49.0,0.0,,178.0,5.5,,1018.8,,1.0,1738731600.0,5.0,10040.28,246.76,138.46,5.54,32.9,384.15,460.13,105.38
2025-02-05 11:00:00+05:00,15.7,2.5,41.0,0.0,,206.0,7.4,,1018.7,,1.0,1738735200.0,5.0,9933.47,223.52,165.88,12.7,32.42,380.97,447.8,83.09
2025-02-05 12:00:00+05:00,16.4,2.8,40.0,0.0,,242.0,7.4,,1017.6,,1.0,1738738800.0,4.0,1281.74,6.93,36.67,120.16,41.96,62.82,75.75,11.02
2025-02-05 13:00:00+05:00,17.0,2.6,38.0,0.0,,257.0,9.3,,1016.6,,1.0,1738742400.0,4.0,734.33,1.9,13.54,145.91,20.5,37.78,47.45,7.28
2025-02-05 14:00:00+05:00,19.0,-0.4,27.0,0.0,,310.0,22.0,,1015.3,,1.0,1738746000.0,4.0,667.57,1.4,11.14,151.63,17.4,35.82,45.49,6.97
2025-02-05 15:00:00+05:00,16.2,2.2,39.0,0.0,,257.0,14.8,,1015.4,,1.0,1738749600.0,4.0,654.22,1.01,10.8,153.06,15.14,34.83,44.62,7.22
2025-02-05 16:00:00+05:00,16.6,2.2,38.0,0.0,,250.0,14.8,,1015.3,,2.0,1738753200.0,4.0,674.25,0.68,12.51,150.2,13.95,34.78,44.88,7.98
2025-02-05 17:00:00+05:00,17.5,0.2,31.0,0.0,,310.0,25.9,,1015.6,,2.0,1738756800.0,4.0,720.98,0.24,15.77,143.05,13.35,34.91,45.42,8.74
2025-02-05 18:00:00+05:00,15.8,2.6,41.0,0.0,,272.0,13.0,,1016.1,,2.0,1738760400.0,3.0,1415.25,0.03,58.26,94.41,14.31,48.08,61.53,16.47
2025-02-05 19:00:00+05:00,14.5,2.7,45.0,0.1,,311.0,11.1,,1017.1,,2.0,1738764000.0,5.0,2563.48,0.64,123.38,27.89,18.84,75.59,94.05,27.11
2025-02-05 20:00:00+05:00,14.0,0.6,40.0,0.0,,230.0,14.8,,1018.0,,2.0,1738767600.0,5.0,3845.21,11.18,161.77,1.03,24.8,110.8,135.42,36.48
2025-02-05 21:00:00+05:00,12.9,1.2,45.0,0.0,,220.0,11.1,,1018.6,,1.0,1738771200.0,5.0,4539.49,26.6,164.51,0.02,23.6,142.92,174.47,43.06
2025-02-05 22:00:00+05:00,11.7,1.9,51.0,0.0,,184.0,9.3,,1019.1,,2.0,1738774800.0,5.0,4486.08,37.55,146.69,0.0,18.12,164.85,204.95,47.12
2025-02-05 23:00:00+05:00,11.0,0.7,49.0,0.0,,50.0,7.2,,1020.2,,2.0,1738778400.0,5.0,4219.06,40.68,124.75,0.0,14.19,169.49,214.67,47.12
2025-02-06 00:00:00+05:00,10.1,2.4,59.0,0.0,,104.0,5.5,,1020.0,,2.0,1738782000.0,5.0,3791.81,33.08,112.41,0.01,15.14,153.7,198.58,51.68
2025-02-06 01:00:00+05:00,9.6,2.7,62.0,0.0,,85.0,3.7,,1020.4,,2.0,1738785600.0,5.0,3204.35,15.42,105.56,0.54,16.69,135.58,177.26,57.76
2025-02-06 02:00:00+05:00,9.0,0.9,57.0,0.0,,0.0,0.0,,1020.7,,2.0,1738789200.0,5.0,2696.99,1.69,93.22,9.75,16.45,125.25,164.08,59.78
2025-02-06 03:00:00+05:00,8.4,1.1,60.0,0.0,,313.0,1.8,,1020.9,,1.0,1738792800.0,5.0,2403.26,0.04,76.09,26.46,16.93,122.47,158.56,63.33
2025-02-06 04:00:00+05:00,7.8,1.2,63.0,0.0,,313.0,1.8,,1021.1,,2.0,1738796400.0,5.0,2323.15,0.01,69.23,32.54,18.36,127.96,163.18,70.93
2025-02-06 05:00:00+05:00,6.5,1.8,72.0,0.0,,50.0,7.2,,1022.0,,2.0,1738800000.0,5.0,2376.56,0.02,71.29,30.76,20.03,135.32,170.19,81.06
2025-02-06 06:00:00+05:00,7.2,1.3,66.0,0.0,,329.0,3.7,,1021.8,,1.0,1738803600.0,5.0,2590.18,0.28,82.25,19.49,21.46,143.66,179.06,91.2
2025-02-06 07:00:00+05:00,7.1,1.4,67.0,0.0,,339.0,1.8,,1022.3,,1.0,1738807200.0,5.0,3578.19,22.58,101.45,0.89,25.75,173.01,213.94,105.38
2025-02-06 08:00:00+05:00,7.0,2.5,73.0,0.0,,50.0,7.6,,1023.1,,1.0,1738810800.0,5.0,5554.2,91.2,111.04,0.29,30.99,215.99,265.12,118.55
2025-02-06 09:00:00+05:00,10.2,2.3,58.0,0.0,,30.0,9.3,,1022.9,,2.0,1738814400.0,5.0,7690.43,169.87,124.75,3.13,25.27,254.77,311.0,97.27
2025-02-06 10:00:00+05:00,13.4,2.0,46.0,0.0,,271.0,9.3,,1022.6,,2.0,1738818000.0,5.0,8117.68,191.33,131.61,8.49,21.22,259.37,315.66,76.0
2025-02-06 11:00:00+05:00,16.0,0.5,35.0,0.0,,230.0,7.2,,1022.2,,2.0,1738821600.0,5.0,6462.1,134.11,131.61,18.95,17.4,220.3,268.55,57.25
2025-02-06 12:00:00+05:00,17.3,1.3,34.0,0.0,,267.0,16.7,,1021.1,,1.0,1738825200.0,3.0,907.9,3.44,20.39,138.76,14.31,45.49,56.09,8.87
2025-02-06 13:00:00+05:00,18.0,0.6,31.0,0.0,,273.0,22.2,,1019.8,,1.0,1738828800.0,4.0,607.49,1.23,8.14,150.2,9.66,28.82,37.21,5.83
2025-02-06 14:00:00+05:00,19.0,-2.6,23.0,0.0,,310.0,33.1,,1019.1,,1.0,1738832400.0,4.0,567.44,1.05,7.2,148.77,8.46,24.47,32.54,5.51
2025-02-06 15:00:00+05:00,18.6,-2.4,24.0,0.0,,304.0,31.5,,1018.6,,1.0,1738836000.0,4.0,554.08,0.89,7.2,145.91,7.51,22.3,30.42,5.57
2025-02-06 16:00:00+05:00,18.3,-2.1,25.0,0.0,,297.0,29.6,,1018.0,,1.0,1738839600.0,4.0,600.81,0.78,9.25,147.34,7.99,27.61,36.52,6.52
2025-02-06 17:00:00+05:00,17.5,-1.7,27.0,0.0,,310.0,29.5,,1018.4,,1.0,1738843200.0,4.0,647.54,0.41,12.85,143.05,8.11,29.98,39.27,7.09
2025-02-06 18:00:00+05:00,16.7,-1.0,30.0,0.0,,293.0,25.9,,1018.0,,1.0,1738846800.0,4.0,1228.33,0.05,45.24,114.44,9.54,52.89,65.41,14.44
2025-02-06 19:00:00+05:00,15.5,-0.7,33.0,0.0,,296.0,22.2,,1018.6,,1.0,1738850400.0,5.0,1789.09,0.0,71.97,86.55,11.32,79.84,96.56,22.8
2025-02-06 20:00:00+05:00,14.5,-0.8,35.0,0.0,,310.0,14.8,,1021.5,,1.0,1738854000.0,5.0,1976.01,0.0,77.46,73.67,12.16,92.63,112.31,27.11
2025-02-06 21:00:00+05:00,13.1,-0.6,39.0,0.0,,295.0,7.4,,1019.5,,1.0,1738857600.0,5.0,2109.53,0.0,78.83,67.23,12.52,100.42,122.49,29.39
2025-02-06 22:00:00+05:00,12.0,0.1,44.0,0.0,,334.0,5.5,,1020.2,,1.0,1738861200.0,5.0,2109.53,0.0,76.09,67.23,12.4,104.05,127.51,29.89
2025-02-06 23:00:00+05:00,11.0,-0.8,44.0,0.0,,310.0,7.2,,1019.9,,1.0,1738864800.0,5.0,2002.72,0.0,71.29,71.53,11.68,101.13,124.07,28.37
2025-02-07 00:00:00+05:00,10.2,0.8,52.0,0.0,,55.0,1.8,,1020.8,,1.0,1738868400.0,5.0,1735.69,0.0,60.32,80.11,10.61,91.15,111.42,25.33
2025-02-07 01:00:00+05:00,9.6,0.7,54.0,0.0,,257.0,1.8,,1020.7,,1.0,1738872000.0,5.0,1508.71,0.0,47.98,87.26,9.54,84.69,102.97,24.07
2025-02-07 02:00:00+05:00,8.0,0.9,61.0,0.0,,0.0,0.0,,1020.6,,1.0,1738875600.0,5.0,1321.79,0.0,36.67,92.98,8.58,80.9,97.9,24.07
2025-02-07 03:00:00+05:00,7.5,0.9,63.0,0.0,,318.0,1.8,,1020.5,,1.0,1738879200.0,5.0,1188.28,0.0,29.13,95.84,7.75,78.2,94.33,24.83
